	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	Taxid_domain	SpeciesName	Cultured	Isolated	Collection
GCF_003932325.1	PRJNA224116	SAMN08139010	PQNM00000000.1	na	36808	36808.0	Corynebacterium bovis	strain=CUAMC1 - LARGE		latest	Contig	Major	Full	2018/12/10	ASM393232v1	Bacterial Special Pathogens Branch (CDC)	GCA_003932325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/932/325/GCF_003932325.1_ASM393232v1			2.0		True	True	
GCF_003932375.1	PRJNA224116	SAMN08139018	PQNO00000000.1	na	36808	36808.0	Corynebacterium bovis	strain=17-0240 - LARGE		latest	Contig	Major	Full	2018/12/10	ASM393237v1	Bacterial Special Pathogens Branch (CDC)	GCA_003932375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/932/375/GCF_003932375.1_ASM393237v1			2.0		True	True	
GCF_003932395.1	PRJNA224116	SAMN08139014	PQNR00000000.1	na	36808	36808.0	Corynebacterium bovis	strain=16-1683 - SMALL		latest	Contig	Major	Full	2018/12/10	ASM393239v1	Bacterial Special Pathogens Branch (CDC)	GCA_003932395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/932/395/GCF_003932395.1_ASM393239v1			2.0		True	True	
GCF_003932405.1	PRJNA224116	SAMN08139013	PQNS00000000.1	na	36808	36808.0	Corynebacterium bovis	strain=16-1683 - LARGE		latest	Contig	Major	Full	2018/12/10	ASM393240v1	Bacterial Special Pathogens Branch (CDC)	GCA_003932405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/932/405/GCF_003932405.1_ASM393240v1			2.0		True	True	
GCF_003932435.1	PRJNA224116	SAMN08139022	PQNT00000000.1	na	36808	36808.0	Corynebacterium bovis	strain=13-1426		latest	Contig	Major	Full	2018/12/10	ASM393243v1	Bacterial Special Pathogens Branch (CDC)	GCA_003932435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/932/435/GCF_003932435.1_ASM393243v1			2.0		True	True	
GCF_004028235.1	PRJNA224116	SAMN10713103		na	1935379	1935379.0	Leucobacter sp. DSM 101948	strain=DSM 101948		latest	Complete Genome	Major	Full	2019/01/17	ASM402823v1	Leibniz Institute DSMZ	GCA_004028235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/028/235/GCF_004028235.1_ASM402823v1			2.0		True	True	
GCF_004102765.1	PRJNA224116	SAMN10352490	SCEH00000000.1	na	2489216	2489216.0	Muribaculaceae bacterium Isolate-004 (NCI)	strain=Isolate-004 (NCI)		latest	Contig	Major	Full	2019/01/22	ASM410276v1	UniKlinik RWTH Aachen	GCA_004102765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/102/765/GCF_004102765.1_ASM410276v1			2.0		False	True	
GCF_004102775.1	PRJNA224116	SAMN10352408	SCEF00000000.1	na	2489214	2489214.0	Muribaculaceae bacterium Isolate-001 (NCI)	strain=Isolate-001 (NCI)		latest	Scaffold	Major	Full	2019/01/22	ASM410277v1	UniKlinik RWTH Aachen	GCA_004102775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/102/775/GCF_004102775.1_ASM410277v1			2.0		False	True	
GCF_004102785.1	PRJNA224116	SAMN10352742	SCEJ00000000.1	na	2489218	2489218.0	Muribaculaceae bacterium Isolate-013 (NCI)	strain=Isolate-013 (NCI)		latest	Scaffold	Major	Full	2019/01/22	ASM410278v1	UniKlinik RWTH Aachen	GCA_004102785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/102/785/GCF_004102785.1_ASM410278v1			2.0		False	True	
GCF_004102805.1	PRJNA224116	SAMN10352428	SCEG00000000.1	na	2489215	2489215.0	Muribaculaceae bacterium Isolate-002 (NCI)	strain=Isolate-002 (NCI)		latest	Scaffold	Major	Full	2019/01/22	ASM410280v1	UniKlinik RWTH Aachen	GCA_004102805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/102/805/GCF_004102805.1_ASM410280v1			2.0		False	True	
GCF_004102905.1	PRJNA224116	SAMN10352491	SCEI00000000.1	na	2489217	2489217.0	Muribaculaceae bacterium Isolate-007 (NCI)	strain=Isolate-007 (NCI)		latest	Contig	Major	Full	2019/01/22	ASM410290v1	UniKlinik RWTH Aachen	GCA_004102905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/102/905/GCF_004102905.1_ASM410290v1			2.0		False	True	
GCF_004125855.1	PRJNA224116	SAMN10053190	QZFR00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=C-30		latest	Contig	Major	Full	2019/01/31	ASM412585v1	Chinese Academy of Science	GCA_004125855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/125/855/GCF_004125855.1_ASM412585v1			2.0		True	True	mGMB
GCF_004154955.1	PRJNA224116	SAMN03610663		representative genome	1297617	1297617.0	Intestinimonas butyriciproducens	strain=SRB-521-5-I		latest	Complete Genome	Major	Full	2019/02/11	ASM415495v1	Wageningen University	GCA_004154955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/154/955/GCF_004154955.1_ASM415495v1		assembly from type material	2.0		True	True	
GCF_004155505.1	PRJNA224116	SAMN10615460	RYUF00000000.1	na	1690	1694.0	Bifidobacterium pseudolongum subsp. globosum	strain=2105B		latest	Contig	Major	Full	2019/02/11	ASM415550v1	University of Parma	GCA_004155505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/155/505/GCF_004155505.1_ASM415550v1			2.0		True	True	
GCF_004156175.1	PRJNA224116	SAMN10615459	SBKT00000000.1	na	1690	1694.0	Bifidobacterium pseudolongum subsp. globosum	strain=2103B		latest	Contig	Major	Full	2019/02/11	ASM415617v1	University of Parma	GCA_004156175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/156/175/GCF_004156175.1_ASM415617v1			2.0		True	True	
GCF_004319565.1	PRJNA224116	SAMN10963682		na	239935	239935.0	Akkermansia muciniphila	strain=139		latest	Complete Genome	Major	Full	2019/02/28	ASM431956v1	Shanghai Jiao Tong University	GCA_004319565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/319/565/GCF_004319565.1_ASM431956v1			2.0		True	True	
GCF_004345005.1	PRJNA224116	SAMEA3725514	SMMX00000000.1	representative genome	1796622	1796622.0	Extibacter muris	strain=DSM 28560		latest	Contig	Major	Full	2019/03/12	ASM434500v1	TUM	GCA_004345005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/345/005/GCF_004345005.1_ASM434500v1		assembly from type material	2.0		True	True	
GCF_004569265.1	PRJNA224116	SAMN11126866	SPQB00000000.1	na	300019	300019.0	Microbacterium paludicola	strain=P1012		latest	Contig	Major	Full	2019/04/02	ASM456926v1	King's College London	GCA_004569265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/569/265/GCF_004569265.1_ASM456926v1			2.0		True	True	
GCF_004569295.1	PRJNA224116	SAMN11126867	SPQC00000000.1	na	85336	85336.0	Rothia nasimurium	strain=irhom_31		latest	Contig	Major	Full	2019/04/02	ASM456929v1	King's College London	GCA_004569295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/569/295/GCF_004569295.1_ASM456929v1			2.0		True	True	
GCF_004569315.1	PRJNA224116	SAMN11126861	SPPW00000000.1	na	545	545.0	Citrobacter koseri	strain=BL23		latest	Contig	Major	Full	2019/04/02	ASM456931v1	King's College London	GCA_004569315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/569/315/GCF_004569315.1_ASM456931v1			2.0		True	True	
GCF_004569345.1	PRJNA224116	SAMN11126859	SPPU00000000.1	na	623	623.0	Shigella flexneri	strain=1568		latest	Contig	Major	Full	2019/04/02	ASM456934v1	King's College London	GCA_004569345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/569/345/GCF_004569345.1_ASM456934v1			2.0		True	True	
GCF_004569355.1	PRJNA224116	SAMN11126856	SPPR00000000.1	na	2558282	2558282.0	Parabacteroides sp. P14	strain=P14		latest	Contig	Major	Full	2019/04/02	ASM456935v1	King's College London	GCA_004569355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/569/355/GCF_004569355.1_ASM456935v1			2.0		True	True	
GCF_004569415.1	PRJNA224116	SAMN11126857	SPPS00000000.1	na	566027	566027.0	Micrococcus yunnanensis	strain=IOV6		latest	Contig	Major	Full	2019/04/02	ASM456941v1	King's College London	GCA_004569415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/569/415/GCF_004569415.1_ASM456941v1			2.0		True	True	
GCF_004569425.1	PRJNA224116	SAMN11126847	SPPI00000000.1	na	33959	33959.0	Lactobacillus johnsonii	strain=CC3		latest	Contig	Major	Full	2019/04/02	ASM456942v1	King's College London	GCA_004569425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/569/425/GCF_004569425.1_ASM456942v1			2.0		True	True	
GCF_004569435.1	PRJNA224116	SAMN11126865	SPQA00000000.1	na	1326	1326.0	Streptococcus acidominimus	strain=HT4		latest	Contig	Major	Full	2019/04/02	ASM456943v1	King's College London	GCA_004569435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/569/435/GCF_004569435.1_ASM456943v1			2.0		True	True	
GCF_004569485.1	PRJNA224116	SAMN11126860	SPPV00000000.1	na	85831	85831.0	Bacteroides acidifaciens	strain=P2318		latest	Contig	Major	Full	2019/04/02	ASM456948v1	King's College London	GCA_004569485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/569/485/GCF_004569485.1_ASM456948v1			2.0		True	True	
GCF_004569505.1	PRJNA224116	SAMN11126849	SPPK00000000.1	na	163665	163665.0	Dysgonomonas mossii	strain=P11		latest	Contig	Major	Full	2019/04/02	ASM456950v1	King's College London	GCA_004569505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/569/505/GCF_004569505.1_ASM456950v1			2.0		True	True	
GCF_004569525.1	PRJNA224116	SAMN11126846	SPPH00000000.1	na	1296	1296.0	Staphylococcus sciuri	strain=BL01		latest	Contig	Major	Full	2019/04/02	ASM456952v1	King's College London	GCA_004569525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/569/525/GCF_004569525.1_ASM456952v1			2.0		True	True	
GCF_004569535.1	PRJNA224116	SAMN11126843	SPPE00000000.1	na	2558279	2558279.0	Streptococcus sp. AN2	strain=AN2		latest	Contig	Major	Full	2019/04/02	ASM456953v1	King's College London	GCA_004569535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/569/535/GCF_004569535.1_ASM456953v1			2.0		True	True	
GCF_004569585.1	PRJNA224116	SAMN11126839	SPPA00000000.1	na	67855	67855.0	Muribacter muris	strain=WT12		latest	Contig	Major	Full	2019/04/02	ASM456958v1	King's College London	GCA_004569585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/569/585/GCF_004569585.1_ASM456958v1			2.0		True	True	
GCF_004569635.1	PRJNA224116	SAMN11126838	SPOZ00000000.1	na	2558276	2558276.0	Streptococcus sp. LYSM12	strain=LYSM12		latest	Contig	Major	Full	2019/04/02	ASM456963v1	King's College London	GCA_004569635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/569/635/GCF_004569635.1_ASM456963v1			2.0		True	True	
GCF_004570415.1	PRJNA224116	SAMN11126854	SPPP00000000.1	na	42858	42858.0	Staphylococcus lentus	strain=AE2		latest	Contig	Major	Full	2019/04/02	ASM457041v1	King's College London	GCA_004570415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/570/415/GCF_004570415.1_ASM457041v1			2.0		True	True	
GCF_004570435.1	PRJNA224116	SAMN11126848	SPPJ00000000.1	na	1391911	1391911.0	Micrococcus aloeverae	strain=DK2		latest	Contig	Major	Full	2019/04/02	ASM457043v1	King's College London	GCA_004570435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/570/435/GCF_004570435.1_ASM457043v1			2.0		True	True	
GCF_004570485.1	PRJNA224116	SAMN11126855	SPPQ00000000.1	na	2558281	2558281.0	Gemella sp. WT2a	strain=WT2a		latest	Contig	Major	Full	2019/04/02	ASM457048v1	King's College London	GCA_004570485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/570/485/GCF_004570485.1_ASM457048v1			2.0		True	True	
GCF_004570505.1	PRJNA224116	SAMN11126851	SPPM00000000.1	na	1292	1292.0	Staphylococcus warneri	strain=P912		latest	Contig	Major	Full	2019/04/02	ASM457050v1	King's College London	GCA_004570505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/570/505/GCF_004570505.1_ASM457050v1			2.0		True	True	
GCF_004570515.1	PRJNA224116	SAMN11126863	SPPY00000000.1	na	1280	1280.0	Staphylococcus aureus	strain=P36		latest	Contig	Major	Full	2019/04/02	ASM457051v1	King's College London	GCA_004570515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/570/515/GCF_004570515.1_ASM457051v1			2.0		True	True	
GCF_004570595.1	PRJNA224116	SAMN11126836	SPOX00000000.1	na	584	584.0	Proteus mirabilis	strain=irhom_Sw		latest	Contig	Major	Full	2019/04/02	ASM457059v1	King's College London	GCA_004570595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/570/595/GCF_004570595.1_ASM457059v1			2.0		True	True	
GCF_004570615.1	PRJNA224116	SAMN11126837	SPOY00000000.1	na	42858	42858.0	Staphylococcus lentus	strain=HT5		latest	Contig	Major	Full	2019/04/02	ASM457061v1	King's College London	GCA_004570615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/570/615/GCF_004570615.1_ASM457061v1			2.0		True	True	
GCF_004570895.1	PRJNA224116	SAMN11126858	SPPT00000000.1	na	29378	29378.0	Staphylococcus arlettae	strain=IOV5		latest	Contig	Major	Full	2019/04/02	ASM457089v1	King's College London	GCA_004570895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/570/895/GCF_004570895.1_ASM457089v1			2.0		True	True	
GCF_004570915.1	PRJNA224116	SAMN11126852	SPPN00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=HT12		latest	Contig	Major	Full	2019/04/02	ASM457091v1	King's College London	GCA_004570915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/570/915/GCF_004570915.1_ASM457091v1			2.0		True	True	
GCF_004570955.1	PRJNA224116	SAMN11126850	SPPL00000000.1	na	568603	568603.0	Jeotgalicoccus nanhaiensis	strain=W307		latest	Contig	Major	Full	2019/04/02	ASM457095v1	King's College London	GCA_004570955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/570/955/GCF_004570955.1_ASM457095v1			2.0		True	True	
GCF_004570995.1	PRJNA224116	SAMN11126835	SPOW00000000.1	na	1353	1353.0	Enterococcus gallinarum	strain=C2		latest	Contig	Major	Full	2019/04/02	ASM457099v1	King's College London	GCA_004570995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/570/995/GCF_004570995.1_ASM457099v1			2.0		True	True	
GCF_004571015.1	PRJNA224116	SAMN11126832	SPOU00000000.1	na	1288	1288.0	Staphylococcus xylosus	strain=WT6		latest	Contig	Major	Full	2019/04/02	ASM457101v1	King's College London	GCA_004571015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/571/015/GCF_004571015.1_ASM457101v1			2.0		True	True	
GCF_004571115.1	PRJNA224116	SAMN11126844	SPPF00000000.1	na	562	562.0	Escherichia coli	strain=HM13		latest	Contig	Major	Full	2019/04/02	ASM457111v1	King's College London	GCA_004571115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/571/115/GCF_004571115.1_ASM457111v1			2.0		True	True	
GCF_004684975.1	PRJNA224116	SAMN11294218	SRKQ00000000.1	na	33959	33959.0	Lactobacillus johnsonii	strain=Q1-7		latest	Scaffold	Major	Full	2019/04/07	ASM468497v1	UCSF	GCA_004684975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/684/975/GCF_004684975.1_ASM468497v1			2.0		True	True	
GCF_004684995.1	PRJNA224116	SAMN11294217	SRKR00000000.1	na	1598	1598.0	Lactobacillus reuteri	strain=I8-5		latest	Scaffold	Major	Full	2019/04/07	ASM468499v1	UCSF	GCA_004684995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/684/995/GCF_004684995.1_ASM468499v1			2.0		True	True	
GCF_004766125.1	PRJNA224116	SAMN11032485	SJSA00000000.1	na	2530391	2530391.0	Duncaniella sp. TLL-A3	strain=TLL-A3		latest	Scaffold	Major	Full	2019/04/09	ASM476612v1	Temasek Life Sciences Laboratory Limited	GCA_004766125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/766/125/GCF_004766125.1_ASM476612v1			2.0		True	True	
GCF_004792655.1	PRJNA224116	SAMN10878314	SRZC00000000.1	na	2030927	2030927.0	Bacteroidales bacterium	strain=NM73_A23		latest	Contig	Major	Full	2019/04/14	ASM479265v1	University of Toronto	GCA_004792655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/792/655/GCF_004792655.1_ASM479265v1			2.0		True	True	Navarre
GCF_004792675.1	PRJNA224116	SAMN10878316	SRVL00000000.1	na	1796646	1796646.0	Muribaculum intestinale	strain=NM75_1-48a		latest	Contig	Major	Full	2019/04/14	ASM479267v1	University of Toronto	GCA_004792675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/792/675/GCF_004792675.1_ASM479267v1			2.0		True	True	Navarre
GCF_004793465.1	PRJNA224116	SAMN10878288	SRYC00000000.1	na	2516956	2516956.0	Enterorhabdus sp. NM05_H27	strain=NM05_H27		latest	Contig	Major	Full	2019/04/14	ASM479346v1	University of Toronto	GCA_004793465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/465/GCF_004793465.1_ASM479346v1			2.0		True	True	Navarre
GCF_004793475.1	PRJNA224116	SAMN10878311	SRYZ00000000.1	na	2516960	2516960.0	Bacteroides sp. NM69_E16B	strain=NM69_E16B		latest	Contig	Major	Full	2019/04/14	ASM479347v1	University of Toronto	GCA_004793475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/475/GCF_004793475.1_ASM479347v1			2.0		True	True	Navarre
GCF_004793515.1	PRJNA224116	SAMN10878299	SRYN00000000.1	na	1796644	1796644.0	Pasteurella caecimuris	strain=NM44_TS2-9		latest	Contig	Major	Full	2019/04/14	ASM479351v1	University of Toronto	GCA_004793515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/515/GCF_004793515.1_ASM479351v1			2.0		True	True	Navarre
GCF_004793535.1	PRJNA224116	SAMN10878296	SRYK00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=NM26_J9		latest	Contig	Major	Full	2019/04/14	ASM479353v1	University of Toronto	GCA_004793535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/535/GCF_004793535.1_ASM479353v1			2.0		True	True	Navarre
GCF_004793545.1	PRJNA224116	SAMN10878285	SRYA00000000.1	na	1898203	1898203.0	Lachnospiraceae bacterium	strain=NM01_1-7b		latest	Contig	Major	Full	2019/04/14	ASM479354v1	University of Toronto	GCA_004793545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/545/GCF_004793545.1_ASM479354v1			2.0		True	True	Navarre
GCF_004793575.1	PRJNA224116	SAMN10878306	SRYU00000000.1	na	33959	33959.0	Lactobacillus johnsonii	strain=NM60_B2-8		latest	Contig	Major	Full	2019/04/14	ASM479357v1	University of Toronto	GCA_004793575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/575/GCF_004793575.1_ASM479357v1			2.0		True	True	Navarre
GCF_004793585.1	PRJNA224116	SAMN10878313	SRZB00000000.1	na	1898203	1898203.0	Lachnospiraceae bacterium	strain=NM72_1-8		latest	Contig	Major	Full	2019/04/14	ASM479358v1	University of Toronto	GCA_004793585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/585/GCF_004793585.1_ASM479358v1			2.0		True	True	Navarre
GCF_004793655.1	PRJNA224116	SAMN10878289	SRYD00000000.1	na	1796646	1796646.0	Muribaculum intestinale	strain=NM06_A21		latest	Contig	Major	Full	2019/04/14	ASM479365v1	University of Toronto	GCA_004793655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/655/GCF_004793655.1_ASM479365v1			2.0		True	True	Navarre
GCF_004793665.1	PRJNA224116	SAMN10878291	SRYF00000000.1	na	2011094	2011094.0	Coriobacteriaceae bacterium	strain=NM08_P-01		latest	Contig	Major	Full	2019/04/14	ASM479366v1	University of Toronto	GCA_004793665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/665/GCF_004793665.1_ASM479366v1			2.0		True	True	Navarre
GCF_004793675.1	PRJNA224116	SAMN10878309	SRYX00000000.1	representative genome	2516958	2516958.0	Bacteroides caecimuri	strain=NM63_1-25		latest	Contig	Major	Full	2019/04/14	ASM479367v1	University of Toronto	GCA_004793675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/675/GCF_004793675.1_ASM479367v1			2.0		True	True	Navarre
GCF_004793735.1	PRJNA224116	SAMN10878310	SRYY00000000.1	na	2516961	2516961.0	Muribaculum sp. NM65_B17	strain=NM65_B17		latest	Contig	Major	Full	2019/04/14	ASM479373v1	University of Toronto	GCA_004793735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/735/GCF_004793735.1_ASM479373v1			2.0		True	True	Navarre
GCF_004793755.1	PRJNA224116	SAMN10878297	SRYL00000000.1	na	1622	1622.0	Lactobacillus murinus	strain=NM28_3M-8		latest	Contig	Major	Full	2019/04/14	ASM479375v1	University of Toronto	GCA_004793755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/755/GCF_004793755.1_ASM479375v1			2.0		True	True	Navarre
GCF_004793765.1	PRJNA224116	SAMN10878298	SRYM00000000.1	na	823	823.0	Parabacteroides distasonis	strain=NM39_I3		latest	Contig	Major	Full	2019/04/14	ASM479376v1	University of Toronto	GCA_004793765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/765/GCF_004793765.1_ASM479376v1			2.0		True	True	Navarre
GCF_004793775.1	PRJNA224116	SAMN10878307	SRYV00000000.1	na	151781	151781.0	Lactobacillus intestinalis	strain=NM61_E11		latest	Contig	Major	Full	2019/04/14	ASM479377v1	University of Toronto	GCA_004793775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/775/GCF_004793775.1_ASM479377v1			2.0		True	True	Navarre
GCF_004793785.1	PRJNA224116	SAMN10878302	SRYQ00000000.1	na	1502	1502.0	Clostridium perfringens	strain=NM49_B9-7		latest	Contig	Major	Full	2019/04/14	ASM479378v1	University of Toronto	GCA_004793785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/785/GCF_004793785.1_ASM479378v1			2.0		True	True	Navarre
GCF_004793835.1	PRJNA224116	SAMN10878295	SRYJ00000000.1	na	671267	671267.0	Bacteroides sartorii	strain=NM22_B1		latest	Contig	Major	Full	2019/04/14	ASM479383v1	University of Toronto	GCA_004793835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/835/GCF_004793835.1_ASM479383v1			2.0		True	True	Navarre
GCF_004793875.1	PRJNA224116	SAMN10878293	SRYH00000000.1	na	1598	1598.0	Lactobacillus reuteri	strain=NM11_1-41		latest	Contig	Major	Full	2019/04/14	ASM479387v1	University of Toronto	GCA_004793875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/875/GCF_004793875.1_ASM479387v1			2.0		True	True	Navarre
GCF_004793885.1	PRJNA224116	SAMN10878292	SRYG00000000.1	na	2049044	2049044.0	Erysipelotrichaceae bacterium	strain=NM09_H32		latest	Contig	Major	Full	2019/04/14	ASM479388v1	University of Toronto	GCA_004793885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/885/GCF_004793885.1_ASM479388v1			2.0		True	True	Navarre
GCF_004793905.1	PRJNA224116	SAMN10878304	SRYS00000000.1	na	1354	1354.0	Enterococcus hirae	strain=NM56_O-09		latest	Contig	Major	Full	2019/04/14	ASM479390v1	University of Toronto	GCA_004793905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/905/GCF_004793905.1_ASM479390v1			2.0		True	True	Navarre
GCF_004793925.1	PRJNA224116	SAMN10878290	SRYE00000000.1	representative genome	2011094	2011094.0	Coriobacteriaceae bacterium	strain=NM07_P-09		latest	Contig	Major	Full	2019/04/14	ASM479392v1	University of Toronto	GCA_004793925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/925/GCF_004793925.1_ASM479392v1			2.0		True	True	Navarre
